Timestamp,J1,J2,J3,J4,J5,J6,Gripper,State
2025-03-14 21:57:27,4.350002288818359,-0.9499877256206055,1.4999898115741175,-2.1000129185118617,-1.5000255743609827,1.5000003576278687,N/A,Default
2025-03-14 21:57:29,4.349990367889404,-0.9499877256206055,1.499993149434225,-2.1000009975829066,-1.5000141302691858,1.499950647354126,N/A,Moving to Pick
2025-03-14 21:57:33,4.350012302398682,-0.8000340622714539,1.4999778906451624,-2.099990507165426,-1.5000069777118128,1.4999778270721436,CLOSE,Gripper Action
2025-03-14 21:57:33,4.350012302398682,-0.8000340622714539,1.4999778906451624,-2.099990507165426,-1.5000069777118128,1.4999778270721436,N/A,Moving to UP
2025-03-14 21:57:35,4.349993705749512,-0.9800040882876893,1.500024143849508,-2.099997659722799,-1.499979321156637,1.4999778270721436,N/A,Moving
2025-03-14 21:57:37,4.621898174285889,-0.966423825626709,1.5000017325030726,-2.235926767388815,-1.3640478293048304,1.5906469821929932,N/A,Moving to Down
2025-03-14 21:57:41,4.949988842010498,-0.7399965089610596,1.499974552785055,-2.600023408929342,-1.2000177542315882,1.7000082731246948,OPEN,Gripper Action
2025-03-14 21:57:41,4.949988842010498,-0.7399965089610596,1.499974552785055,-2.600023408929342,-1.2000177542315882,1.7000082731246948,N/A,Release Default
2025-03-14 21:57:43,4.949995994567871,-0.9500151437572022,1.5000017325030726,-2.600030561486715,-1.1999719778644007,1.7000045776367188,N/A,Default
2025-03-14 21:57:45,4.616100311279297,-0.9499842089465638,1.49998647371401,-2.364828725854391,-1.341076676045553,1.4648277759552002,N/A,Moving to Pick
2025-03-14 21:57:49,4.240002632141113,-0.8000221413424988,1.4999778906451624,-2.099997659722799,-1.4999945799456995,1.2000155448913574,CLOSE,Gripper Action
2025-03-14 21:57:49,4.240002632141113,-0.8000221413424988,1.4999778906451624,-2.099997659722799,-1.4999945799456995,1.2000155448913574,N/A,Moving to UP
2025-03-14 21:57:51,4.240013122558594,-0.9499877256206055,1.5000208059894007,-2.099997659722799,-1.500021759663717,1.2000120878219604,N/A,Moving
2025-03-14 21:57:53,4.48146915435791,-0.9499961894801636,1.5000017325030726,-2.0999824009337367,-1.3424962202655237,1.3574548959732056,N/A,Moving to Down
2025-03-14 21:57:57,4.700022220611572,-0.800006703739502,1.4999592939959925,-2.10001339534902,-1.1999905745135706,1.4999969005584717,OPEN,Gripper Action
2025-03-14 21:57:57,4.700022220611572,-0.800006703739502,1.4999592939959925,-2.10001339534902,-1.1999905745135706,1.4999969005584717,N/A,Release Default
2025-03-14 21:57:59,4.700003147125244,-0.9499724072268982,1.5000136534320276,-2.1000167332091273,-1.2000029722796839,1.4999969005584717,N/A,Default
2025-03-14 21:58:01,4.481177806854248,-0.8679862779429932,1.335865322743551,-2.2094112835326136,-1.090651814137594,1.2265187501907349,N/A,Moving to Pick
2025-03-14 21:58:05,4.2999958992004395,-0.5600829881480713,1.1999715010272425,-2.300032754937643,-0.9999893347369593,0.9999833106994629,CLOSE,Gripper Action
2025-03-14 21:58:05,4.3000078201293945,-0.5601139825633545,1.19995624223818,-2.30002560238027,-1.0000012556659144,0.9999759793281555,N/A,Moving to UP
2025-03-14 21:58:07,4.299989223480225,-0.8207269471934815,1.2000325361834925,-2.2999898395934046,-0.9999788443194788,1.0000040531158447,N/A,Moving
2025-03-14 21:58:09,4.6573333740234375,-0.6624947351268311,0.9801977316485804,-2.4099251232542933,-1.2198126951800745,1.3297702074050903,N/A,Moving to Down
2025-03-14 21:58:13,4.949995994567871,-0.3699971002391358,0.8000019232379358,-2.5000139675536097,-1.399996582661764,1.6000033617019653,OPEN,Gripper Action
2025-03-14 21:58:13,4.949995994567871,-0.3699971002391358,0.8000019232379358,-2.5000139675536097,-1.399996582661764,1.6000033617019653,N/A,Release Default
2025-03-14 21:58:15,4.949980735778809,-0.5200124543956299,0.8000062147723597,-2.5000139675536097,-1.399989430104391,1.5999642610549927,N/A,Default
2025-03-14 21:58:17,4.722166061401367,-0.5199969571879883,0.8000100294696253,-2.5000368557372035,-1.4000003973590296,1.5999983549118042,N/A,Moving to Pick
2025-03-14 21:58:21,4.299992561340332,-0.3999863427928467,0.8000343481646937,-2.0999938450255335,-1.4000056425677698,1.1999813318252563,CLOSE,Gripper Action
2025-03-14 21:58:21,4.299992561340332,-0.3999863427928467,0.8000343481646937,-2.0999938450255335,-1.4000056425677698,1.1999813318252563,N/A,Moving to UP
2025-03-14 21:58:23,4.299988746643066,-0.5351447624019166,0.8000448385821741,-2.4604960880675257,-1.3999899069415491,1.5605612993240356,N/A,Moving
2025-03-14 21:58:25,4.594672679901123,-0.5500021737864991,0.8000295797931116,-2.499986310998434,-1.399996582661764,1.6000068187713623,N/A,Moving to Down
2025-03-14 21:58:30,4.670012474060059,-0.3900072139552613,0.8000019232379358,-2.1000219784178675,-1.2000063101397913,1.1999967098236084,OPEN,Gripper Action
2025-03-14 21:58:30,4.670012474060059,-0.3900072139552613,0.8000019232379358,-2.1000219784178675,-1.2000063101397913,1.1999967098236084,N/A,Release Default
